agent,action,action_type,action_start,collab_start
/rosie6,"wait,none,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","13.54459285736084,212.96378636360168,213.8079764842987,218.80627131462097,219.80198860168457,231.81037735939026,236.7990517616272,237.8026158809662,243.7881100177765,248.80977535247803,249.7874162197113,255.79299139976501,260.826416015625,261.80235171318054,273.8198289871216,278.83050441741943,279.79432368278503,285.8284432888031,290.8176362514496,291.8323540687561,297.794527053833,302.7921733856201,303.79125213623047,315.7902340888977,320.7997546195984,321.791383266449,327.79386281967163,332.7961223125458,333.8084006309509,339.7884979248047,344.801465511322,345.7919521331787,357.78536462783813,362.808660030365,363.8090772628784,369.8002665042877,374.84679317474365,375.80116081237793,381.798867225647,386.8512406349182,387.78842091560364,399.7912366390228,404.808012008667,405.8154993057251,411.81045484542847,416.7918932437897,417.79441022872925,423.79271721839905,428.84935569763184,429.8713233470917,441.8613419532776,446.795348405838,447.7981307506561,453.7902727127075,458.7907979488373,459.8341121673584,465.79657459259033,470.83938694000244,471.79794120788574,483.79891657829285,488.79808354377747,489.8430652618408,495.88806915283203,500.8482744693756,501.8009510040283,507.8012750148773",
/rosie7,"wait,none,h_remove_object,none,manipulate,none,goto_m_s,supervise,none,goto_s_l,load,none,goto_l_m,manipulate,none,goto_m_s,supervise,none,goto_s_l,load,none,goto_l_m,manipulate,none,goto_m_s,supervise,none,goto_s_l,load,none,goto_l_m,manipulate,none,goto_m_s,supervise,none,goto_s_l,load,none,goto_l_m,manipulate,none,goto_m_s,supervise,none,goto_s_l,load,none,goto_l_m","local,local,assisting,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative,local,local","13.379133462905884,212.9252004623413,213.80348300933838,280.78587651252747,281.8221776485443,289.79048585891724,290.824068069458,298.78953671455383,304.812744140625,305.8157160282135,311.8442380428314,317.79187965393066,318.80187582969666,326.80326223373413,334.8455023765564,335.80378437042236,343.79930233955383,349.7977669239044,350.81098437309265,356.85389375686646,363.86374711990356,364.83130145072937,372.7996337413788,380.80801153182983,381.79943013191223,389.82552909851074,395.84323740005493,396.8417978286743,402.84851813316345,410.79166626930237,411.7964072227478,419.7935528755188,427.8026371002197,428.84971380233765,436.7960720062256,442.79471611976624,443.83652997016907,449.7927713394165,455.7946865558624,456.7924337387085,464.8379855155945,472.7970349788666,473.79928827285767,481.81497740745544,487.8256175518036,488.79853796958923,494.79645228385925,501.8358612060547,502.8038911819458","220.80803894996643,311.8579080104828,357.8834788799286,404.84190607070923,449.83554124832153,495.8885087966919"
/rosie8,"wait,none,harvest,none,goto_h2_h4,harvest,none,goto_h4_d,deliver,none,goto_d_h2,harvest,none,goto_h2_h4,harvest,none,goto_h4_d,deliver,none,goto_d_h2,harvest,none,goto_h2_h4,harvest,none,goto_h4_d,deliver,none,goto_d_h2,harvest,none,goto_h2_h4,harvest,none,goto_h4_d,deliver,none,goto_d_h2,harvest,none,goto_h2_h4,harvest,none,goto_h4_d,deliver,none,goto_d_h2,harvest,none,goto_h2_h4,harvest,none,goto_h4_d,deliver,none,goto_d_h2,harvest,none,goto_h2_h4,harvest,none,goto_h4_d,deliver,none,goto_d_h2,harvest,none,goto_h2_h4","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","11.296649932861328,209.96654176712036,210.7878110408783,215.81426882743835,216.79260087013245,227.83043766021729,232.79662799835205,233.85966753959656,239.83832788467407,244.83135104179382,245.8034064769745,251.82089591026306,256.7939326763153,257.8010022640228,268.80648398399353,273.80137872695923,274.8183436393738,280.8133363723755,285.7853674888611,286.84388065338135,292.7858726978302,297.7949035167694,298.8136351108551,309.8262312412262,314.7920911312103,315.81091117858887,321.79218196868896,326.83776092529297,327.83959698677063,333.80363607406616,338.79184913635254,339.8007433414459,350.81991958618164,355.8479309082031,356.8020770549774,362.78744769096375,367.7883996963501,368.83233976364136,374.7925012111664,379.79404640197754,380.8084580898285,391.8069212436676,396.79218888282776,397.79183435440063,403.7890911102295,408.8330888748169,409.7920892238617,415.8218972682953,420.79906821250916,421.8691611289978,432.80114364624023,437.82706904411316,438.801141500473,444.7905116081238,449.84476613998413,450.86511158943176,456.80257868766785,461.8123776912689,462.79691338539124,473.82750630378723,478.8118336200714,479.8459587097168,485.80072140693665,490.78753662109375,491.8344609737396,497.7856764793396,502.79534935951233,503.8392300605774",
/turtlebot12,"wait,none,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","11.874236583709717,210.9638500213623,211.79594540596008,217.79493737220764,218.79123973846436,227.8323585987091,233.79934906959534,234.81395173072815,243.83429837226868,249.8056914806366,250.7970907688141,259.79945373535156,265.789249420166,266.8084764480591,275.7936248779297,281.79701828956604,282.8329498767853,291.82588958740234,297.79523253440857,298.79167318344116,307.78780484199524,313.7847719192505,314.7958867549896,323.8515284061432,329.86521577835083,330.79079842567444,339.80086612701416,345.83646392822266,346.80573630332947,355.7936141490936,361.7952618598938,362.8030753135681,371.7903425693512,377.80345034599304,378.7941586971283,387.7934236526489,393.791512966156,394.84471559524536,403.845920085907,409.7966802120209,410.7941164970398,419.79175639152527,425.7911994457245,426.7919330596924,435.7890546321869,441.8000638484955,442.7876124382019,451.8093264102936,457.7975013256073,458.8628704547882,467.8720257282257,473.7998671531677,474.8122560977936,483.8058135509491,489.8379065990448,490.83425092697144,499.7900381088257,505.7859001159668,506.82449746131897",
/turtlebot13,"wait,none,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","12.004867553710938,209.96713995933533,210.7884018421173,216.81475639343262,217.82287168502808,230.78495049476624,236.79508090019226,237.8003544807434,250.79721212387085,256.7940652370453,257.80157113075256,270.7913177013397,276.8021273612976,277.7978096008301,290.8245232105255,296.80234694480896,297.8133878707886,310.80480432510376,316.82812213897705,317.81609749794006,330.7912826538086,336.79340529441833,337.7985408306122,350.8634738922119,356.80246114730835,357.79420161247253,370.83787775039673,376.80777382850647,377.79039120674133,390.79150652885437,396.8669340610504,397.8919415473938,410.7922637462616,416.8121461868286,417.80964493751526,430.8323483467102,436.84964776039124,437.8359205722809,450.7915620803833,456.81223368644714,457.79795002937317,470.8047218322754,476.8417999744415,477.79106187820435,490.7849111557007,496.7902936935425,497.82516837120056",
/turtlebot14,"wait,none,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","12.619358777999878,209.92165660858154,210.788880109787,216.8095121383667,217.81039786338806,226.79751205444336,232.79036736488342,233.86897540092468,242.84652614593506,248.79994797706604,249.79241371154785,258.80022072792053,264.8004755973816,265.7850751876831,274.816383600235,280.79790353775024,281.7974636554718,290.79997968673706,296.8186106681824,297.79555654525757,306.8011305332184,312.79764771461487,313.7941544055939,322.8345625400543,328.8396956920624,329.86572551727295,338.7995481491089,344.7914397716522,345.79867601394653,354.7875831127167,360.7993769645691,361.8008122444153,370.80389881134033,376.84244751930237,377.79599046707153,386.80462741851807,392.7987108230591,393.85176277160645,402.80528450012207,408.7965908050537,409.8331117630005,418.8331639766693,424.8014142513275,425.79069471359253,434.7877902984619,440.8017795085907,441.8929500579834,450.7977650165558,456.8030400276184,457.80556440353394,466.79920768737793,472.8211169242859,473.84297728538513,482.7944293022156,488.8422522544861,489.8578896522522,498.79463958740234,504.8508551120758,505.7939295768738",
/turtlebot15,"wait,none,patrol,none,goto_p12_p9,patrol,none,goto_p9_p12,patrol,none,goto_p12_p9,patrol,none,goto_p9_p12,patrol,none,goto_p12_p9,patrol,none,goto_p9_p12,patrol,none,goto_p12_p9,patrol,none,goto_p9_p12,patrol,none,goto_p12_p9,patrol,none,goto_p9_p12,goto_p12_c4,h_check_connection,none,goto_c4_p12,patrol,none,goto_p12_p9,patrol","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,assisting,local,local,local,local,local,local","12.810344696044922,211.95573496818542,212.81344294548035,218.79075622558594,219.79542708396912,237.79359245300293,243.79572415351868,244.81515550613403,262.81161165237427,268.7943825721741,269.80350255966187,287.8055012226105,293.7992961406708,294.7960524559021,312.803683757782,318.8542101383209,319.7961814403534,337.79892325401306,343.8417649269104,344.79189944267273,362.80346417427063,368.79422068595886,369.78617095947266,387.7942154407501,393.79285860061646,394.84508657455444,412.7996816635132,418.8044271469116,419.8579330444336,437.82740354537964,443.79175329208374,444.80989265441895,462.795462846756,470.8405752182007,475.7872359752655,476.85032987594604,484.79810881614685,490.79707312583923,491.80090951919556,509.8290731906891",470.905598878861
/turtlebot16,"wait,none,patrol,none,goto_p3_p8,goto_p8_g,h_group,none,goto_g_p8,patrol,none,goto_p8_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_p3,patrol,none,goto_p3_p8","local,local,local,local,local,local,assisting,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","12.397759675979614,211.96193981170654,212.8018491268158,218.80974769592285,219.79495096206665,231.79667854309082,238.81382417678833,243.78849601745605,244.81563091278076,251.80533075332642,257.8020439147949,258.84187960624695,270.8080642223358,276.7964642047882,277.8009822368622,289.80030393600464,295.8436875343323,296.8025155067444,308.8217463493347,314.83745551109314,315.84781408309937,327.7894470691681,333.80877566337585,334.80274271965027,346.8681674003601,352.83781266212463,353.81098103523254,365.80684065818787,371.7908308506012,372.7916235923767,384.7918722629547,390.81450176239014,391.84823060035706,403.7897174358368,409.79270339012146,410.8139193058014,422.7882890701294,428.82740473747253,429.79373574256897,441.80841279029846,447.7897274494171,448.80070066452026,460.80407524108887,466.8213777542114,467.7922201156616,479.8501527309418,485.82960772514343,486.7990119457245,498.826589345932,504.79884696006775,505.7964515686035",238.817435503006
/turtlebot17,"wait,none,goto_m_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","16.63036274909973,214.92020726203918,215.81169772148132,225.82333540916443,231.8149471282959,232.79709911346436,242.84688925743103,248.8157434463501,249.87908720970154,259.8425874710083,265.80865836143494,266.81606888771057,276.8064682483673,282.8543803691864,283.84713411331177,293.80820965766907,299.80962324142456,300.78590655326843,310.79883098602295,316.82847833633423,317.816370010376,327.82694721221924,333.8091003894806,334.8461112976074,344.7949640750885,350.8628122806549,351.83429050445557,361.79365134239197,367.80725836753845,368.79859495162964,378.8459403514862,384.8039140701294,385.82512068748474,395.81125473976135,401.792204618454,402.79225730895996,412.7879989147186,418.80489230155945,419.7922296524048,429.7960464954376,435.78482007980347,436.84998774528503,446.7993083000183,452.8213589191437,453.81123542785645,463.8204712867737,469.7936508655548,470.78754019737244,480.829895734787,486.8053159713745,487.79494428634644,497.7909836769104,503.8171396255493,504.7993383407593",
/rosie9,"wait,none,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","17.24132537841797,216.96985363960266,217.79708647727966,222.803857088089,223.79954767227173,235.79843401908875,240.7909495830536,241.79081749916077,247.79813861846924,252.79011225700378,253.79692268371582,259.8565196990967,264.833860874176,265.8089988231659,277.8064835071564,282.7899670600891,283.809050321579,289.7935690879822,294.8211772441864,295.7994387149811,301.8328945636749,306.78769516944885,307.8007597923279,319.82736563682556,324.7909207344055,325.79224467277527,331.7907509803772,336.7940208911896,337.79500937461853,343.79986929893494,348.7882697582245,349.7901539802551,361.79413509368896,366.82185673713684,367.7961437702179,373.82316994667053,378.81740403175354,379.81593561172485,385.7885088920593,390.7979073524475,391.80703377723694,403.8465037345886,408.79708456993103,409.7941427230835,415.7995352745056,420.8089852333069,421.8029315471649,427.80303978919983,432.8014585971832,433.79799938201904,445.79458355903625,450.8671193122864,451.80980944633484,457.7934019565582,462.80217242240906,463.7980577945709,469.79953122138977,474.7966272830963,475.8275852203369,487.8050618171692,492.7974021434784,493.8123736381531,499.8051600456238,504.7874472141266,505.81088042259216",
/rosie10,"wait,none,manipulate,none,goto_m_s,supervise,none,goto_s_m,manipulate,none,goto_m_s,supervise,none,goto_s_l,h_load,none,goto_l_s,goto_s_m,manipulate,none,goto_m_s,supervise,none,goto_s_m,manipulate,none,goto_m_s,supervise,none,goto_s_l,h_load,none,goto_l_s,goto_s_m,manipulate,none,goto_m_s,goto_s_l,h_load,none,goto_l_s,supervise,none,goto_s_m,manipulate,none,goto_m_l,h_load,none,goto_l_m,goto_m_s,supervise,none,goto_s_m,manipulate,none,goto_m_s,supervise","local,local,local,local,local,local,local,local,local,local,local,local,local,local,assisting,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,assisting,local,local,local,local,local,local,local,assisting,local,local,local,local,local,local,local,local,assisting,local,local,local,local,local,local,local,local,local,local","16.060762405395508,214.9209063053131,215.80917239189148,223.7943398952484,224.8095588684082,232.7984917163849,238.81416964530945,239.7898976802826,247.80330443382263,255.79363417625427,256.8275144100189,264.83434796333313,270.8083875179291,271.805588722229,277.79742527008057,283.80942702293396,284.8244581222534,290.8499255180359,298.8370838165283,306.8069097995758,307.79914689064026,315.79106426239014,321.8079788684845,322.79559540748596,330.785453081131,338.8221528530121,339.84635305404663,347.7971284389496,353.786328792572,354.8011667728424,360.84593963623047,366.82218384742737,367.79667925834656,373.8162109851837,381.79989981651306,389.79060554504395,390.83764839172363,398.7930488586426,404.7955057621002,410.79674077033997,411.79325127601624,417.81872820854187,423.79301285743713,424.79135370254517,432.79521012306213,440.7902207374573,441.8136067390442,449.7936849594116,455.8065674304962,456.80350375175476,464.8087868690491,472.81240725517273,478.79706287384033,479.85049390792847,487.8338816165924,495.87739539146423,496.84224462509155,504.78804874420166","277.8421461582184,360.8541069030762,404.84190607070923,449.83554124832153"
/rosie11,"wait,none,harvest,none,goto_h2_l,h_load,none,goto_l_h2,wait,none,goto_h2_l,h_load,none,goto_l_h2,harvest,none,goto_h2_h4,harvest,none,goto_h4_d,deliver","local,local,local,local,local,assisting,local,local,local,local,local,assisting,local,local,local,local,local,local,local,local,local","16.10153579711914,215.94410061836243,216.80975198745728,221.80782270431519,222.8292694091797,232.7975583076477,238.85946702957153,239.79039025306702,249.98310923576355,449.8364198207855,450.8578984737396,460.7938041687012,466.799702167511,467.8725674152374,477.81792283058167,482.80224871635437,483.83167362213135,494.79163217544556,499.8229284286499,500.78698897361755,506.7959337234497","232.82604885101318,460.8555397987366"
/turtlebot18,"wait,none,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","19.81614661216736,219.98090958595276,220.7879137992859,226.79461336135864,227.81089282035828,236.79447841644287,242.80710577964783,243.79057621955872,252.79293823242188,258.7944722175598,259.7915415763855,268.83394408226013,274.81696486473083,275.84419465065,284.7926182746887,290.7918040752411,291.8039608001709,300.8204507827759,306.8015959262848,307.8443076610565,316.84269285202026,322.79607462882996,323.8859295845032,332.7968535423279,338.82275342941284,339.8466737270355,348.794842004776,354.80145955085754,355.8504571914673,364.7961094379425,370.82569336891174,371.8498840332031,380.7995355129242,386.79481291770935,387.8428816795349,396.82987928390503,402.79634523391724,403.8472445011139,412.81474232673645,418.7983570098877,419.79258465766907,428.78940749168396,434.82782769203186,435.85850381851196,444.7980978488922,450.86748909950256,451.8102014064789,460.80464911460876,466.79654479026794,467.7916114330292,476.83098673820496,482.8219094276428,483.7934560775757,492.8439829349518,498.7950482368469,499.8055000305176,508.796834230423",
/turtlebot19,"wait,none,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","16.707127809524536,215.9780855178833,216.8069634437561,222.82971143722534,223.79993844032288,236.79557085037231,242.84723329544067,243.83478331565857,256.7949569225311,262.7942554950714,263.80407762527466,276.7966277599335,282.78813767433167,283.8097631931305,296.8187437057495,302.80499148368835,303.8006155490875,316.7851016521454,322.7965455055237,323.81136441230774,336.79541873931885,342.8585715293884,343.79019021987915,356.8544056415558,362.809282541275,363.8595371246338,376.794992685318,382.8107433319092,383.7951006889343,396.7924838066101,402.87438702583313,403.7903413772583,416.8003468513489,422.8333885669708,423.8240132331848,436.7964973449707,442.8027753829956,443.8127064704895,456.78955578804016,462.8336989879608,463.7985146045685,476.7859580516815,482.79112100601196,483.79153776168823,496.84262108802795,502.8719336986542,503.7992618083954",
/turtlebot20,"wait,none,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,goto_p4_g,h_group,none,goto_g_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,assisting,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","17.378441333770752,216.89625906944275,217.80303525924683,223.79706478118896,224.8099238872528,233.78567147254944,239.8041934967041,240.82069182395935,249.86280798912048,255.78680515289307,256.79766058921814,265.7923548221588,271.805939912796,272.8244585990906,281.7935781478882,287.81690740585327,288.8265628814697,297.7930405139923,303.7848289012909,304.79849791526794,313.84188532829285,319.806179523468,320.81431007385254,329.8257794380188,335.79172372817993,336.7944893836975,345.79253101348877,351.8347387313843,352.7920083999634,361.794545173645,367.84519839286804,368.7989344596863,377.7967035770416,383.8258500099182,384.78646087646484,393.80139088630676,399.81753945350647,400.82658672332764,409.84680938720703,418.8187174797058,423.7884612083435,424.79147815704346,433.79833149909973,439.8238191604614,440.80190920829773,449.83688592910767,455.7941679954529,456.8039643764496,465.7929117679596,471.8031315803528,472.82560205459595,481.79078125953674,487.80525398254395,488.7905888557434,497.8020579814911,503.7995960712433,504.8216679096222",418.8299305439
/turtlebot21,"wait,none,patrol,none,goto_p12_p9,patrol,none,goto_p9_c1,check_connection,none,goto_c1_p12,patrol,none,goto_p12_p9,patrol,none,goto_p9_c1,check_connection,none,goto_c1_p12,patrol,none,goto_p12_p9,patrol,none,goto_p9_c1,check_connection,none,goto_c1_p12,patrol,none,goto_p12_p9,patrol,none,goto_p9_c1,check_connection,none,goto_c1_p12,patrol,none,goto_p12_p9,patrol","local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local","27.167649269104004,222.97277760505676,223.80034136772156,229.82597637176514,230.8224184513092,248.79169011116028,254.82318782806396,255.79466843605042,275.8094139099121,282.7886326313019,283.8100881576538,287.80602645874023,293.79414653778076,294.8009445667267,312.7858245372772,318.83401918411255,319.8165440559387,339.82493114471436,347.7974941730499,348.78865599632263,352.79245948791504,358.79145646095276,359.794713973999,377.85259532928467,383.7907476425171,384.84843826293945,404.797571182251,411.80396461486816,412.8441696166992,416.8127770423889,422.78875255584717,423.7933142185211,441.79968762397766,447.82408452033997,448.79498291015625,468.8230745792389,476.78836584091187,477.8219385147095,481.78657746315,487.8058252334595,488.86958837509155,506.8004915714264","275.8368968963623,340.8388612270355,404.8175423145294,469.85643577575684"
/turtlebot22,"wait,none,patrol,none,goto_p3_p8,patrol,none,goto_p8_g,group,none,goto_g_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_g,group","local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative","22.847068548202515,221.9510462284088,222.82235956192017,228.80191826820374,229.79690527915955,241.79635429382324,247.83639788627625,248.8162670135498,255.81670117378235,259.79959750175476,260.82707047462463,266.819048166275,272.8032557964325,273.78887963294983,285.82862091064453,291.8043885231018,292.79079389572144,299.78842663764954",255.868542671204
/turtlebot23,"wait,none,remove_object,none,goto_m_p5,patrol,none,goto_p5_c2,check_connection,none,goto_c2_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol","local,local,collaborative,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","20.783405303955078,219.82583665847778,220.80108308792114,300.8269522190094,301.7966887950897,311.800128698349,317.796186208725,318.80306029319763,323.8118517398834,330.86589550971985,331.79979825019836,336.79585433006287,342.8017370700836,343.79328775405884,353.7937922477722,359.79517221450806,360.7926664352417,370.79477882385254,376.7872853279114,377.85315465927124,387.79486560821533,393.7938406467438,394.84542989730835,404.8110866546631,410.7972252368927,411.8409185409546,421.79104948043823,427.82644724845886,428.784948348999,438.7921986579895,444.7985246181488,445.8011555671692,455.8006064891815,461.795964717865,462.79594683647156,472.79371905326843,478.79715943336487,479.7875294685364,489.7909617424011,495.79435539245605,496.79060196876526,506.8338806629181","220.80803894996643,323.81221985816956"
